"id","event","timestamp","participant"
"1356","d1 | visible | q1","1719431838965","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1357","d1 | invisible | text","1719431839031","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1358","d1 | visible | q2","1719431820381","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1359","d1 | visible | q3","1719431822180","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1360","d1 | invisible | q3","1719431824414","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1361","d1 | visible | q5","1719431839331","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1362","d1 | visible | q3","1719431820414","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1363","d1 | invisible | q3","1719431858282","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1364","d1 | visible | q2","1719431824081","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1365","d1 | visible | q3","1719431840098","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1366","d1 | visible | text","1719431824414","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1367","d1 | visible | q2","1719431820135","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1368","d1 | visible | q6","1719431820268","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1369","d1 | leave | text","1719431864852","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1370","d1 | invisible | q6","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1371","d1 | invisible | q2","1719431864570","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1372","d1 | invisible | q5","1719431818634","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1373","d1 | hover | text","1719431864736","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1374","d1 | hover | text","1719431866102","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1375","d1 | hover | q2","1719431812767","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1376","d1 | question | q3 | 1","1719431814509","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1377","d1 | invisible | q4","1719431864169","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1378","d1 | invisible | q5","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1379","d1 | invisible | text","1719431820218","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1380","d1 | leave | q3","1719431815000","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1381","d1 | leave | text","1719431868352","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1382","d1 | invisible | q6","1719431821051","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1383","d1 | leave | text","1719431850551","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1384","d1 | hover | q3","1719431812817","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1385","d1 | visible | q1","1719431863770","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1386","d1 | hover | q4","1719431828067","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1387","d1 | hover | text","1719431819143","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1388","d1 | invisible | q2","1719431855620","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1389","d1 | visible | q2","1719431820951","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1390","d1 | invisible | text","1719431855069","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1391","d1 | hover | text","1719431842707","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1392","d1 | invisible | q2","1719431820318","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1393","d1 | visible | q3","1719431854554","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1394","d1 | leave | q4","1719431828117","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1395","d1 | invisible | q1","1719431855537","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1396","d1 | visible | q3","1719431820168","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1397","d1 | visible | q2","1719431854503","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1398","d1 | leave | q3","1719431828684","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1399","d1 | invisible | q4","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1400","d1 | visible | q2","1719431863703","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1401","d1 | visible | q5","1719431855102","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1402","d1 | hover | q3","1719431828118","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1403","d1 | leave | text","1719431820504","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1404","d1 | invisible | q6","1719431863753","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1405","d1 | hover | text","1719431851085","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1406","d1 | visible | q6","1719431855554","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1407","d1 | visible | q4","1719431820201","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1408","d1 | visible | q1","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1409","d1 | visible | q5","1719431820234","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1410","d1 | invisible | q1","1719431820268","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1411","d1 | invisible | q2","1719431818784","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1412","d1 | leave | text","1719431854552","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1413","d1 | visible | q6","1719431822734","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1414","d1 | visible | text","1719431864136","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1415","d1 | invisible | q4","1719431818701","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1416","d1 | visible | q3","1719431870219","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1417","d1 | visible | text","1719431818668","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1418","d1 | invisible | q3","1719431864504","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1419","d1 | visible | q4","1719431854603","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1420","d1 | leave | q2","1719431812800","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1421","d1 | invisible | q5","1719431864120","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1422","d1 | visible | text","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1423","d1 | visible | q2","1719431870172","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1424","d1 | invisible | q2","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1425","d1 | invisible | q3","1719431835868","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1426","d1 | invisible | q3","1719431818734","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1427","d1 | visible | q4","1719431870270","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1428","d1 | invisible | q3","1719431854332","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1429","d1 | invisible | q1","1719431851063","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1430","d1 | visible | q1","1719431847531","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1431","d1 | leave | text","1719431846979","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1432","d1 | visible | q2","1719431858214","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1433","d1 | invisible | q2","1719431869149","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1434","d1 | visible | q3","1719431853097","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1435","d1 | hover | q1","1719431874630","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1436","d1 | visible | q2","1719431865514","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1437","d1 | visible | q2","1719431828399","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1438","d1 | invisible | text","1719431853132","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1439","d1 | visible | q2","1719431847631","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1440","d1 | visible | q1","1719431852949","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1441","d1 | invisible | q1","1719431845698","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1442","d1 | invisible | q2","1719431855214","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1443","d1 | visible | q1","1719431884081","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1444","d1 | visible | q2","1719431853048","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1445","d1 | visible | text","1719431854132","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1446","d1 | invisible | q1","1719431864332","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1447","d1 | invisible | q1","1719431869231","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1448","d1 | visible | q1","1719431871430","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1449","d1 | invisible | q2","1719431850947","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1450","d1 | visible | q1","1719431865382","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1451","d1 | invisible | q2","1719431845631","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1452","d1 | leave | q1","1719431878912","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1453","d1 | invisible | q1","1719431879248","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1454","d1 | hover | text","1719431846663","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1455","d1 | visible | q2","1719431873850","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1456","d1 | invisible | q2","1719431864247","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1457","d1 | invisible | q2","1719431879165","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1458","d1 | hover | q2","1719431865214","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1459","d1 | visible | q3","1719431880322","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1460","d1 | leave | q1","1719431869647","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1461","d1 | invisible | text","1719431870575","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1462","d1 | visible | text","1719431884906","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1463","d1 | hover | q1","1719431865714","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1464","d1 | invisible | q1","1719431884980","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1465","d1 | hover | text","1719431855574","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1466","d1 | visible | q2","1719431864958","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1467","d1 | visible | text","1719431881522","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1468","d1 | visible | q1","1719431880230","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1469","d1 | invisible | q2","1719431860256","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1470","d1 | visible | text","1719431875338","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1471","d1 | invisible | q2","1719431884939","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1472","d1 | question | q2 | 1","1719431884350","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1473","d1 | invisible | text","1719431865114","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1474","d1 | hover | text","1719431885429","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1475","d1 | leave | q2","1719431884497","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1476","d1 | leave | text","1719431880497","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1477","d1 | invisible | q5","1719431881289","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1478","d1 | invisible | text","1719431881808","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1479","d1 | question | q1 | 1","1719431869000","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1480","d1 | invisible | q3","1719431875355","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1481","d1 | invisible | text","1719431880331","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1482","d1 | visible | q5","1719431880439","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1483","d1 | invisible | q3","1719431884906","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1484","d1 | leave | q2","1719431865714","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1485","d1 | visible | q1","1719431881365","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1486","d1 | hover | q1","1719431854578","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1487","d1 | invisible | q3","1719431865697","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1488","d1 | visible | q1","1719431864866","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1489","d1 | leave | q1","1719431855573","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1490","d1 | invisible | q2","1719431875398","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1491","d1 | visible | q4","1719431880374","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1492","d1 | hover | q2","1719431884072","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1493","d1 | invisible | q1","1719431860292","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1494","d1 | visible | q2","1719431880880","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1495","d1 | visible | q3","1719431865080","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1496","d1 | visible | q2","1719431853989","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1497","d1 | visible | text","1719431865649","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1498","d1 | invisible | q2","1719431880473","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1499","d1 | leave | text","1719431854578","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1500","d1 | invisible | q1","1719431880398","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1501","d1 | invisible | q4","1719431881416","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1502","d1 | invisible | q1","1719431875416","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1503","d1 | visible | q3","1719431870507","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1504","d1 | hover | text","1719431876005","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1505","d1 | leave | text","1719431865214","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1506","d1 | visible | q2","1719431880272","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1507","d1 | visible | q2","1719431887083","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1508","d2 | invisible | q2","1719431896503","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1509","d1 | invisible | q5","1719431884616","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1510","d2 | visible | q4","1719431896503","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1511","d1 | leave | text","1719431887620","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1512","d2 | invisible | q3","1719431896916","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1513","d1 | visible | text","1719431885366","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1514","d1 | invisible | q3","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1515","d1 | visible | q5","1719431873448","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1516","d2 | leave | q1","1719431896932","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1517","d1 | visible | q4","1719431872748","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1518","d2 | hover | q6","1719431896501","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1519","d2 | invisible | q4","1719431896850","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1520","d1 | invisible | text","1719431887116","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1521","d2 | leave | q3","1719431896849","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1522","d2 | invisible | q6","1719431896716","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1523","d1 | invisible | text","1719431872699","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1524","d2 | invisible | q3","1719431896503","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1525","d2 | invisible | q2","1719431896983","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1526","d1 | dialog | accept","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1527","d1 | leave | q4","1719431894315","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1528","d1 | invisible | q2","1719431873499","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1529","d1 | visible | q3","1719431872699","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1530","d1 | invisible | q3","1719431894516","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1531","d1 | dialog | open","1719431895490","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1532","d1 | visible | q2","1719431884582","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1533","d2 | hover | text","1719431896982","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1534","d1 | invisible | q1","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1535","d2 | hover | q1","1719431896899","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1536","d2 | visible | q2","1719431896783","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1537","d2 | leave | q6","1719431896816","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1538","d1 | visible | q2","1719431872665","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1539","d1 | visible | q1","1719431884683","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1540","d1 | visible | q6","1719431894499","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1541","d1 | visible | q4","1719431887183","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1542","d2 | visible | q6","1719431896502","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1543","d2 | leave | q2","1719431896899","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1544","d1 | visible | q5","1719431887766","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1545","d1 | hover | q4","1719431893848","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1546","d1 | question | q4 | 1","1719431894163","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1547","d2 | visible | q3","1719431896699","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1548","d1 | leave | text","1719431872698","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1549","d1 | invisible | q1","1719431872999","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1550","d2 | invisible | text","1719431896503","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1551","d1 | invisible | q5","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1552","d1 | invisible | q4","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1553","d1 | invisible | q2","1719431887766","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1554","d1 | invisible | q4","1719431884733","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1555","d1 | leave | q6","1719431894882","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1556","d1 | invisible | text","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1557","d1 | visible | q3","1719431887132","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1558","d1 | invisible | q3","1719431885350","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1559","d1 | invisible | q6","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1560","d2 | visible | q1","1719431896833","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1561","d2 | invisible | q5","1719431896783","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1562","d1 | invisible | q2","1719431885433","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1563","d2 | invisible | q1","1719431897066","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1564","d2 | visible | q5","1719431896503","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1565","d1 | invisible | q1","1719431887666","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1566","d1 | invisible | q2","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1567","d1 | hover | q6","1719431894749","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1568","d2 | invisible | q1","1719431896502","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1569","survey | lab1 submit","1719431896483","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1570","d2 | hover | q2","1719431896849","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1571","d2 | hover | q3","1719431896816","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1572","d1 | hover | text","1719431885932","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1573","d2 | visible | text","1719431896900","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1574","d1 | invisible | q1","1719431893437","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1575","d1 | invisible | q6","1719431912071","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1576","d1 | leave | q3","1719431908337","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1577","d1 | visible | q1","1719431912105","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1578","d1 | invisible | text","1719431893170","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1579","d1 | invisible | q3","1719431912288","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1580","d1 | leave | text","1719431914137","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1581","d1 | visible | text","1719431875103","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1582","d1 | invisible | q3","1719431875671","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1583","d1 | invisible | q5","1719431875087","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1584","d1 | visible | q5","1719431893203","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1585","d1 | visible | q2","1719431893036","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1586","d1 | hover | q3","1719431908271","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1587","d1 | invisible | text","1719431870704","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1588","d1 | invisible | q5","1719431912155","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1589","d1 | invisible | q4","1719431912204","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1590","d1 | hover | text","1719431913003","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1591","d1 | visible | q6","1719431893453","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1592","d1 | visible | q2","1719431908004","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1593","d1 | invisible | q4","1719431875153","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1594","d1 | hover | text","1719431875953","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1595","d1 | visible | q4","1719431893120","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1596","d1 | leave | text","1719431879690","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1597","d1 | visible | q5","1719431870753","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1598","d1 | leave | text","1719431892419","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1599","d1 | invisible | q2","1719431893519","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1600","d1 | hover | q4","1719431908337","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1601","d1 | visible | text","1719431912188","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1602","d1 | hover | text","1719431890353","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1603","d1 | invisible | q2","1719431877621","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1604","d1 | leave | q4","1719431909587","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1605","d1 | visible | q3","1719431893087","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"1606","d1 | invisible | q2","1719431896197","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1607","d1 | leave | text","1719431918911","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1608","d1 | invisible | q1","1719431896296","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1609","d1 | invisible | q1","1719431893447","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1610","d1 | invisible | text","1719431901164","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1611","d1 | leave | q1","1719431919278","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1612","d1 | leave | q1","1719431900762","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1613","d1 | invisible | q2","1719431903030","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1614","d1 | hover | q1","1719431919029","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1615","d1 | visible | q2","1719431898663","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1616","d1 | visible | q1","1719431898548","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1617","d1 | hover | q1","1719431899112","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1618","d1 | invisible | q1","1719431917423","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1619","d1 | question | q1 | 1","1719431900556","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1620","d1 | visible | q1","1719431894562","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1621","d1 | invisible | q3","1719431902996","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1622","d1 | visible | q2","1719431918962","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1623","d1 | visible | text","1719431902979","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1624","d1 | hover | text","1719431917458","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1625","d1 | visible | q2","1719431894747","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1626","d1 | visible | q1","1719431918363","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1627","d1 | visible | q3","1719431901097","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"1628","d1 | visible | q2","1719431888498","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1629","d1 | invisible | q1","1719431899455","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1630","d1 | invisible | q4","1719431897466","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1631","d1 | leave | q4","1719431913038","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1632","d1 | invisible | q3","1719431897489","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1633","d1 | invisible | text","1719431899389","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1634","d1 | visible | q1","1719431899305","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1635","d1 | visible | q3","1719431899939","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1636","d1 | invisible | q1","1719431900722","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1637","d1 | invisible | q1","1719431897555","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1638","d1 | visible | q2","1719431899348","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1639","d1 | visible | q1","1719431900159","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1640","d1 | invisible | q5","1719431917031","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1641","d1 | hover | text","1719431898054","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1642","d1 | visible | text","1719431897481","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1643","d1 | visible | q3","1719431916438","cGlsb3RfcGFydGVjaXBhbnRlXzI="
