"id","event","timestamp","participant"
"729","d2 | invisible | text","1719431603208","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"730","d2 | hover | text","1719431614792","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"731","d2 | invisible | q4","1719431593607","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"732","d2 | leave | q4","1719431571424","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"733","d2 | visible | text","1719431626492","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"734","d2 | visible | q2","1719431571408","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"735","d2 | hover | text","1719431594873","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"736","d2 | visible | q2","1719431626110","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"737","d2 | leave | text","1719431616591","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"738","d2 | hover | q5","1719431603891","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"739","d2 | invisible | q1","1719431616742","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"740","d2 | invisible | q6","1719431612859","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"741","d2 | visible | q1","1719431626162","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"742","d2 | visible | q1","1719431593607","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"743","d2 | hover | q4","1719431597191","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"744","d2 | invisible | q6","1719431571457","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"745","d2 | leave | text","1719431614341","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"746","d2 | visible | text","1719431598641","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"747","d2 | visible | q6","1719431578792","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"748","d2 | visible | text","1719431613292","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"749","d2 | invisible | q3","1719431613675","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"750","d2 | leave | q4","1719431597224","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"751","d2 | leave | text","1719431595957","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"752","d2 | invisible | q4","1719431626526","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"753","d2 | question | q5 | 1","1719431606900","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"754","d2 | invisible | text","1719431596491","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"755","d2 | visible | q5","1719431578758","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"756","d2 | visible | q6","1719431616758","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"757","d2 | invisible | q5","1719431593608","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"758","d2 | visible | q6","1719431603291","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"759","d2 | hover | q3","1719431571424","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"760","d1 | hover | text","1719431599622","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"761","d1 | leave | text","1719431606266","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"762","d1 | visible | q2","1719431609269","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"763","d2 | visible | text","1719431601698","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"764","d2 | visible | q5","1719431626257","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"765","d2 | hover | text","1719431601825","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"766","d2 | invisible | q5","1719431640126","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"767","d2 | invisible | q1","1719431640382","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"768","d2 | leave | q4","1719431593116","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"769","d2 | invisible | q3","1719431601723","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"770","d2 | invisible | q3","1719431647015","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"771","d2 | visible | q2","1719431634508","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"772","d2 | invisible | q2","1719431624148","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"773","d2 | leave | q4","1719431635798","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"774","d2 | invisible | q6","1719431630031","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"775","d2 | hover | text","1719431640632","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"776","d2 | visible | q3","1719431630010","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"777","d2 | question | q4 | 2","1719431591405","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"778","d2 | invisible | q5","1719431623990","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"779","d2 | visible | q2","1719431626042","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"780","d2 | hover | q4","1719431634806","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"781","d2 | hover | q5","1719431637349","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"782","d2 | invisible | q3","1719431609649","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"783","d2 | leave | q5","1719431638351","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"784","d2 | visible | q3","1719431610881","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"785","d2 | visible | q1","1719431630107","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"786","d2 | invisible | q3","1719431635615","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"787","d2 | leave | q5","1719431636831","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"788","d2 | leave | q6","1719431638489","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"789","d2 | invisible | q1","1719431646882","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"790","d2 | leave | q5","1719431623657","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"791","d2 | visible | text","1719431630181","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"792","d2 | visible | q4","1719431609557","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"793","d2 | visible | q6","1719431635474","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"794","d2 | visible | text","1719431640207","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"795","d2 | question | q5 | 1","1719431636707","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"796","d2 | invisible | q3","1719431624082","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"797","d2 | invisible | q1","1719431626215","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"798","d2 | invisible | q1","1719431609573","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"799","d2 | leave | q5","1719431630373","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"800","d2 | visible | q3","1719431634591","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"801","d2 | invisible | q4","1719431630141","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"802","d2 | leave | q4","1719431623139","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"803","d2 | visible | q2","1719431640106","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"804","d2 | visible | q3","1719431640073","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"805","d2 | visible | q2","1719431630057","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"806","d2 | question | q5 | 2","1719431629564","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"807","d2 | visible | q2","1719431646243","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"808","d2 | leave | text","1719431626431","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"809","d2 | hover | q5","1719431623139","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"810","d2 | visible | text","1719431624065","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"811","d2 | visible | q3","1719431623952","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"812","d2 | invisible | text","1719431646683","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"813","d2 | leave | q4","1719431597813","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"814","d2 | hover | text","1719431624190","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"815","d2 | visible | q3","1719431626126","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"816","d2 | invisible | q6","1719431623951","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"817","d2 | visible | q4","1719431626182","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"818","d2 | visible | q5","1719431609598","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"819","d2 | question | q4 | 4","1719431597616","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"820","d2 | visible | q2","1719431623973","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"821","d2 | visible | q6","1719431600490","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"822","d2 | invisible | q4","1719431640173","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"823","d2 | invisible | q2","1719431626304","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"824","d2 | visible | q1","1719431646090","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"825","d2 | invisible | q3","1719431627298","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"826","d2 | visible | q6","1719431609632","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"827","d2 | visible | q2","1719431609489","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"828","d2 | visible | q1","1719431624015","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"829","d2 | visible | q4","1719431646856","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"830","d2 | invisible | text","1719431609532","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"831","d2 | invisible | text","1719431634606","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"832","d2 | invisible | q5","1719431601600","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"833","d2 | visible | q6","1719431626369","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"834","d2 | invisible | q2","1719431635359","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"835","d2 | visible | q6","1719431646982","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"836","d2 | invisible | q6","1719431601543","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"837","d2 | invisible | q3","1719431630208","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"838","d2 | hover | q5","1719431628945","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"839","d2 | leave | text","1719431634806","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"840","d2 | visible | q3","1719431609523","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"841","d2 | invisible | q2","1719431609615","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"842","d2 | invisible | q1","1719431634715","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"843","d2 | hover | q4","1719431590890","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"844","d2 | invisible | text","1719431626141","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"845","d2 | visible | q2","1719431601573","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"846","d2 | invisible | q6","1719431640085","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"847","d2 | hover | q4","1719431597132","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"848","d2 | visible | q1","1719431640148","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"849","d2 | leave | text","1719431609959","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"850","d2 | invisible | q5","1719431630082","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"851","d2 | hover | q5","1719431635798","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"852","d2 | invisible | q3","1719431622256","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"853","d2 | visible | q3","1719431646448","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"854","d2 | hover | q6","1719431638351","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"855","d2 | visible | q1","1719431609356","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"856","d2 | invisible | q1","1719431605025","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"857","d2 | invisible | q2","1719431630290","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"858","d2 | hover | q4","1719431621339","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"859","d2 | invisible | q4","1719431601657","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"860","d2 | visible | q1","1719431601624","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"861","d2 | leave | text","1719431646682","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"862","d2 | invisible | q4","1719431624031","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"863","d2 | visible | q5","1719431634798","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"864","d2 | visible | q4","1719431634665","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"865","d2 | invisible | q2","1719431640290","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"866","d2 | hover | text","1719431630373","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"867","d2 | invisible | q2","1719431601807","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"868","d2 | invisible | q2","1719431646940","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"869","d2 | visible | q5","1719431646915","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"870","d2 | invisible | q3","1719431640225","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"871","d1 | invisible | q2","1719431670760","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"872","d1 | invisible | q6","1719431634943","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"873","d1 | invisible | q2","1719431656893","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"874","d1 | visible | q5","1719431645926","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"875","d1 | invisible | q6","1719431656576","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"876","d1 | visible | q2","1719431654260","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"877","d1 | invisible | q2","1719431645944","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"878","d1 | visible | q2","1719431635026","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"879","d1 | invisible | q4","1719431654726","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"880","d1 | question | q5 | 1","1719431650926","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"881","d1 | hover | q5","1719431650608","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"882","d1 | visible | q2","1719431645744","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"883","d1 | visible | q3","1719431655576","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"884","d1 | visible | q1","1719431635093","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"885","d1 | invisible | q2","1719431636092","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"886","d1 | invisible | q3","1719431635476","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"887","d1 | visible | q6","1719431670777","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"888","d1 | visible | q1","1719431670443","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"889","d1 | invisible | q3","1719431655143","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"890","d1 | invisible | q5","1719431673477","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"891","d1 | visible | q4","1719431655610","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"892","d1 | visible | q3","1719431645843","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"893","d1 | visible | q2","1719431656593","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"894","d1 | invisible | q4","1719431673527","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"895","d1 | visible | q5","1719431670743","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"896","d1 | invisible | q1","1719431670543","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"897","d1 | leave | q5","1719431652059","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"898","d1 | invisible | q3","1719431673760","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"899","d1 | invisible | q2","1719431673776","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"900","d1 | invisible | q3","1719431670794","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"901","d1 | invisible | q6","1719431673460","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"902","d1 | visible | q1","1719431673510","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"903","d1 | invisible | q4","1719431656827","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"904","d1 | invisible | q6","1719431654209","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"905","d1 | visible | q1","1719431654709","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"906","d1 | invisible | text","1719431645843","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"907","d1 | invisible | q1","1719431655610","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"908","d1 | invisible | q1","1719431665360","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"909","d1 | visible | q5","1719431655643","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"910","d1 | visible | q1","1719431682960","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"911","d1 | visible | q6","1719431646309","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"912","d1 | invisible | q5","1719431654276","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"913","d1 | visible | q3","1719431670493","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"914","d1 | visible | text","1719431656860","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"915","d1 | visible | q1","1719431656626","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"916","d1 | visible | text","1719431635476","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"917","d1 | visible | q6","1719431655877","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"918","d1 | invisible | q4","1719431635409","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"919","d1 | visible | q3","1719431656560","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"920","d1 | visible | q3","1719431673460","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"921","d1 | invisible | q2","1719431655660","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"922","d1 | visible | q2","1719431655493","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"923","d1 | invisible | q5","1719431656593","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"924","d1 | invisible | q3","1719431656860","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"925","d1 | visible | q4","1719431645876","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"926","d1 | visible | q4","1719431670527","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"927","d1 | invisible | q1","1719431673810","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"928","d1 | invisible | q5","1719431635042","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"929","d1 | invisible | q3","1719431655877","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"930","d1 | invisible | text","1719431670493","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"931","d1 | visible | q2","1719431673477","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"932","d1 | visible | text","1719431655143","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"933","d1 | invisible | q2","1719431655226","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"934","d1 | visible | q3","1719431654193","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"935","d1 | visible | q2","1719431670477","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"936","d1 | visible | text","1719431673761","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"937","d1 | invisible | q1","1719431645893","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"938","d1 | invisible | q3","1719431646326","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"939","d1 | invisible | text","1719431655576","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"940","d2 | visible | q3","1719431655678","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"941","d2 | invisible | q3","1719431654760","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"942","d2 | visible | q4","1719431655744","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"943","d2 | visible | q2","1719431654528","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"944","d2 | invisible | q1","1719431656294","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"945","d2 | visible | q4","1719431632893","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"946","d2 | invisible | q5","1719431635777","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"947","d2 | visible | q3","1719431649827","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"948","d2 | visible | text","1719431654627","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"949","d2 | invisible | text","1719431632943","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"950","d2 | hover | text","1719431637243","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"951","d2 | invisible | text","1719431656244","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"952","d2 | leave | text","1719431642352","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"953","d2 | visible | q5","1719431656261","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"954","d2 | visible | q6","1719431651211","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"955","d2 | invisible | q6","1719431654561","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"956","d2 | visible | q5","1719431632976","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"957","d2 | invisible | q4","1719431654678","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"958","d2 | invisible | text","1719431650693","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"959","d2 | invisible | q1","1719431651194","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"960","d2 | visible | q5","1719431650727","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"961","d2 | invisible | q4","1719431635960","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"962","d2 | visible | q4","1719431650310","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"963","d2 | visible | q6","1719431656310","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"964","d2 | visible | q1","1719431654578","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"965","d2 | invisible | q2","1719431651244","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"966","d2 | leave | text","1719431655677","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"967","d2 | invisible | q5","1719431654610","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"968","d2 | hover | text","1719431655210","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"969","d2 | visible | text","1719431635877","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"970","d2 | hover | q6","1719431689411","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"971","d2 | invisible | q2","1719431656327","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"972","d2 | invisible | q3","1719431637243","cGlsb3RfcGFydGVjaXBhbnRlXzE="
"973","d1 | invisible | q2","1719431663384","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"974","d1 | invisible | q1","1719431663451","cGlsb3RfcGFydGVjaXBhbnRlXzM="
"975","d1 | visible | text","1719431661331","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"976","d2 | invisible | text","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"977","d1 | invisible | q4","1719431661290","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"978","d1 | leave | q2","1719431661664","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"979","d1 | leave | text","1719431670515","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"980","d1 | leave | q3","1719431661264","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"981","d2 | invisible | q4","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"982","d1 | invisible | q3","1719431661348","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"983","d2 | invisible | q1","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"984","d1 | visible | q6","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"985","d1 | invisible | q1","1719431661514","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"986","d1 | visible | q4","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"987","d1 | hover | text","1719431661664","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"988","d1 | leave | q5","1719431661114","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"989","d2 | invisible | q3","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"990","d1 | visible | q5","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"991","survey | lab1 submit","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"992","d1 | visible | q1","1719431661257","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"993","d1 | invisible | q2","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"994","d1 | invisible | q2","1719431661415","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"995","d1 | invisible | q5","1719431661215","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"996","d2 | leave | q6","1719431658007","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"997","d1 | invisible | q6","1719431661124","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"998","d2 | dialog | accept","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"999","d1 | hover | q4","1719431661114","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1000","d2 | invisible | q6","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1001","d2 | dialog | open","1719431658743","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1002","d2 | invisible | q2","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1003","d1 | visible | q3","1719431661090","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1004","d1 | hover | q5","1719431660954","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1005","d1 | leave | q4","1719431661206","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1006","d1 | invisible | q1","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1007","d1 | invisible | text","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1008","d1 | hover | text","1719431677489","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1009","d2 | invisible | q5","1719431660932","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1010","d1 | hover | q3","1719431661206","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1011","d1 | invisible | q3","1719431660956","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1012","d2 | question | q6 | 1","1719431657516","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1013","d2 | hover | q6","1719431656284","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1014","d1 | visible | q2","1719431661181","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1015","d1 | hover | q2","1719431661282","cGlsb3RfcGFydGVjaXBhbnRlXzI="
"1016","d1 | hover | text","1719431748661","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1017","d1 | invisible | q3","1719431733361","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1018","d1 | invisible | text","1719431726712","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1019","d1 | hover | text","1719431734155","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1020","d1 | question | q6 | 1","1719431691273","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
"1021","d1 | invisible | q2","1719431705894","cGlsb3RfcGFydGVjaXBhbnRlXzQ="
